Probe Set ID,chr,bp_start
217325_at,12,51470092
217326_x_at,7,141824036
217327_at,19,2489107
217328_at,7,141824036
217329_x_at,22,33920691
217330_at,1,229831758
217331_at,4,39651065
217332_at,7,143511488
217333_at,X,127676164
217334_at,6,29187646
217335_at,5,86570387
217336_at,1,199755806
217337_at,22,33315073
217338_at,12,93752360
217339_x_at,X,153466742
217340_at,11,9638569
217341_at,9,130052313
217342_x_at,5,86570387
217343_at,10,118384399
217344_at,1,153546479
217345_at,9,20321443
217346_at,11,100042392
217347_at,22,47995786
217348_x_at,17,8154322
217349_s_at,X,48918849
217350_at,12,93752360
217351_at,X,58027844
217352_at,X,140302652
217353_at,2,201635996
217354_s_at,22,35262644
217355_at,22,35262644
217356_s_at,X,77264991
217357_at,12,73985088
217358_at,1,15758689
217359_s_at,11,112608724
217360_x_at,14,105886801
217361_at,1,92363447
217362_x_at,6,32628695
217363_x_at,X,81648538
217364_x_at,15,42637064
217365_at,1,13293785
217366_at,5,138145512
217367_s_at,20,39240504
217368_at,1,207507765
217369_at,14,105657195
217370_x_at,16,31102741
217371_s_at,4,142862556
217372_at,4,142862556
217373_x_at,12,67489258
217374_x_at,7,38350906
217375_at,X,17861389
217376_at,20,1593928
217377_x_at,15,86221007
217378_x_at,2,113880621
217379_at,6,27287001
217380_s_at,10,111695319
217381_s_at,7,38355932
217382_at,12,119836679
217383_at,X,77264991
217384_x_at,16,31892654
217385_at,X,141088317
217386_at,20,20782764
217387_at,X,110374986
217388_s_at,2,143513697
217389_s_at,19,55127801
217390_x_at,,
217391_x_at,11,6577707
217392_at,1,112997746
217393_x_at,X,142794844
217394_at,14,21406882
217395_at,16,55156541
217396_at,11,8053664
217397_at,14,21363511
217398_x_at,12,6513944
217399_s_at,6,108989104
217400_at,X,45803124
217401_at,6,38838655
217402_at,1,14891208
217403_s_at,19,49424438
217404_s_at,12,46653456
217405_x_at,6,24584459
217406_at,22,31111454
217407_x_at,22,20370768
217408_at,6,30693607
217409_at,14,79208346
217410_at,1,968480
217411_s_at,6,7176811
217412_at,14,21479208
217413_s_at,6,32171333
217414_x_at,16,162874
217415_at,17,7340839
217416_x_at,18,9921863
217417_at,14,79208346
217418_x_at,11,59979921
217419_x_at,1,968480
217420_s_at,17,7340839
217421_at,8,22266256
217422_s_at,19,40514758
217423_at,6,167682729
217424_at,2,217401054
217425_at,18,13872042
217426_at,8,120915485
217427_s_at,22,17698223
217428_s_at,6,116546882
217429_at,6,167682728
217430_x_at,17,45623175
217431_x_at,X,37543123
217432_s_at,X,148372548
217433_at,8,38797006
217434_at,18,13872042
217435_x_at,17,45623175
217436_x_at,6,30082352
217437_s_at,8,38797006
217438_at,4,20590137
217439_at,2,217401054
217440_at,7,43580268
217441_at,1,77934263
217442_at,1,157432400
217443_at,16,65343155
217444_at,20,30501218
217445_s_at,21,33814698
217446_x_at,20,61579727
217447_at,19,40493350
217448_s_at,4,113594058
217449_at,18,14857033
217450_at,7,100002656
217451_at,14,54777092
217452_s_at,1,191415152
217453_at,10,82006898
217454_at,X,111819798
217455_s_at,17,68676960
217456_x_at,6,30565315
217457_s_at,4,99433580
217458_at,10,4199184
217459_at,7,56574975
217460_at,16,11269105
217461_x_at,5,72830714
217462_at,11,61298018
217463_s_at,11,61298018
217464_at,16,1953039
217465_at,2,183497860
217466_x_at,16,1953039
217467_at,4,99880929
217468_at,22,40852446
217469_at,14,105138560
217470_at,4,188791904
217471_at,17,64135889
217472_at,17,39807604
217473_x_at,2,218955160
217474_at,17,64135889
217475_s_at,22,29974702
217476_at,17,35499006
217477_at,9,70693730
217478_s_at,6,33024385
217479_at,17,11132246
217480_x_at,10,42000775
217481_x_at,17,11132246
217482_at,15,62667524
217483_at,11,49151483
217484_at,1,205736308
217485_x_at,7,72114560
217486_s_at,12,75682154
217487_x_at,11,89025378
217488_x_at,7,74978188
217489_s_at,1,152687221
217490_at,20,33675545
217491_x_at,5,85949628
217492_s_at,10,89614206
217493_x_at,6,41411504
217494_s_at,9,33665437
217495_x_at,11,14945795
217496_s_at,10,94204009
217497_at,22,49313252
217498_at,12,54435063
217499_x_at,13,40914914
217500_at,10,121346024
217501_at,2,96303028
217502_at,10,91051785
217503_at,2,196708863
217504_at,17,64586437
217505_at,2,170314583
217506_at,18,5232791
217507_at,2,218968513
217508_s_at,18,42087701
217509_x_at,19,47194315
217510_at,19,53037403
217511_at,10,102814868
217512_at,3,187942350
217513_at,17,59875769
217514_at,18,42502582
217515_s_at,1,199275264
217516_x_at,22,18337388
217517_x_at,7,104569441
217518_at,10,95086894
217519_at,1,39413294
217520_x_at,15,26876566
217521_at,12,94890571
217522_at,9,2719492
217523_at,11,35174850
217524_x_at,5,149218657
217525_at,11,7487511
217526_at,16,28884665
217527_s_at,16,28884665
217528_at,1,86694095
217529_at,7,101878056
217530_at,5,176756432
217531_at,3,32292142
217532_x_at,5,159465184
217533_x_at,5,159465184
217534_at,8,131051865
217535_at,8,131051861
217536_x_at,2,54055514
217537_x_at,2,54055514
217538_at,17,2223527
217539_at,18,42096943
217540_at,3,103025665
217541_x_at,19,58144009
217542_at,12,67525022
217543_s_at,16,82650474
217544_at,1,245419769
217545_at,19,55455713
217546_at,16,55223645
217547_x_at,19,23628652
217548_at,15,88243339
217549_at,12,53224949
217550_at,1,160195920
217551_at,11,16992459
217552_x_at,1,205879622
217553_at,7,22425589
217554_at,1,36300374
217555_at,X,53417796
217556_at,X,10163555
217557_s_at,12,67534516
217558_at,10,96691977
217559_at,14,46189962
217560_at,22,36349958
217561_at,11,14944791
217562_at,1,188333419
217563_at,4,56005556
217564_s_at,2,211251080
217565_at,X,122441429
217566_s_at,3,44922987
217567_at,3,44922987
217568_at,14,20285903
217569_x_at,4,114733249
217570_x_at,1,113316491
217571_at,2,31918058
217572_at,,
217573_at,17,70351089
217574_at,16,60317928
217575_s_at,14,49718979
217576_x_at,14,49718979
217577_at,2,61589015
217578_at,2,61589015
217579_x_at,2,38423473
217580_x_at,2,38423473
217581_at,15,70305972
217582_at,,
217583_at,12,101755036
217584_at,18,19367315
217585_at,10,21142674
217586_x_at,12,110405659
217587_at,10,43220976
217588_at,15,41718904
217589_at,X,102079392
217590_s_at,8,73096987
217591_at,3,171559499
217592_at,20,43947033
217593_at,19,63290824
217594_at,1,52700780
217595_at,16,11872340
217596_at,13,114069982
217597_x_at,17,78247633
217598_at,14,101883242
217599_s_at,7,114349834
217600_at,6,35325682
217601_at,9,130751159
217602_at,7,44803760
217603_at,12,122804389
217604_at,2,219945008
217605_at,X,49532173
217606_at,2,118488258
217607_x_at,11,10785196
217608_at,5,64052054
217609_at,12,6853035
217610_at,7,76529893
217611_at,8,610173
217612_at,19,44674447
217613_at,4,159374554
217614_at,19,1038153
217615_at,17,40957869
217616_at,21,43666688
217617_at,1,162886093
217618_x_at,7,47969409
217619_x_at,6,27793798
217620_s_at,3,139954412
217621_at,16,54296739
217622_at,22,27989354
217623_at,16,45293694
217624_at,7,98830524
217625_x_at,9,131308602
217626_at,10,4995623
217627_at,19,42920908
217628_at,6,45976167
217629_at,,
217630_at,1,211246509
217631_at,10,1053397
217632_at,X,54608992
217633_at,21,32616336
217634_at,10,31033329
217635_s_at,15,87660552
217636_at,15,87660552
217637_at,20,47414726
217638_at,3,197560370
217639_at,7,143549776
217640_x_at,18,46173243
217641_at,14,58999990
217642_at,16,30692361
217643_x_at,15,80562308
217644_s_at,14,49696159
217645_at,14,69861551
217646_at,9,135212507
217647_at,16,70618686
217648_at,,
217649_at,9,74161569
217650_x_at,16,68970908
217651_at,17,4519817
217652_at,19,19314583
217653_x_at,10,47832829
217654_at,2,201703528
217655_at,19,40350337
217656_at,19,11010271
217657_at,7,107057699
217658_at,1,6607543
217659_at,10,88188008
217660_at,19,55445663
217661_x_at,19,50963408
217662_x_at,7,107031303
217663_at,19,49355878
217664_at,19,5098095
217665_at,19,58690812
217666_at,3,114916010
217667_at,11,43877422
217668_at,22,23302716
217669_s_at,14,32312632
217670_at,11,800420
217671_at,9,3455472
217672_x_at,17,37101091
217673_x_at,20,56918840
217674_at,9,139263300
217675_at,18,43809702
217676_at,,
217677_at,8,38946685
217678_at,4,139307770
217679_x_at,,
217680_x_at,X,153282384
217681_at,22,44696805
217682_at,16,9107627
217683_at,,
217684_at,18,659830
217685_at,17,77790416
217686_at,20,48632001
217687_at,5,7449344
217688_at,5,7449344
217689_at,20,48632001
217690_at,18,659830
217691_x_at,17,77790416
217692_at,17,10559730
217693_x_at,17,10559730
217694_at,19,60786238
217695_x_at,,
217696_at,9,139044627
217697_at,6,112170960
217698_at,5,115269619
217699_at,1,209980565
217700_at,7,99558486
217701_x_at,X,76880713
217702_at,19,14003203
217703_x_at,11,14233916
217704_x_at,17,26086330
217705_at,14,29130071
217706_at,11,71469645
217707_x_at,9,2183370
217708_x_at,12,110583550
217709_at,10,15239606
217710_x_at,14,92498703
217711_at,9,27099285
217712_at,X_,andom
217713_x_at,2,135072570
217714_x_at,1,26099648
217715_x_at,5,178078170
217716_s_at,3,129253995
217717_s_at,20,42966046
217718_s_at,20,42968601
217719_at,10,42382129
217720_at,1,15803611
217721_at,7,35807311
217722_s_at,15,88609943
217723_x_at,11,1973000
217724_at,X,67919950
217725_x_at,X,67919958
217726_at,12,53005177
217727_x_at,16,34182372
217728_at,1,151773699
217729_s_at,19,3004159
217730_at,2,218847167
217731_s_at,13,47705326
217732_s_at,13,47705306
217733_s_at,2,84986303
217734_s_at,3,49019829
217735_s_at,7,6028403
217736_s_at,7,6029990
217737_x_at,20,54477091
217738_at,10,36850660
217739_s_at,16,34177776
217740_x_at,1,204768848
217741_s_at,9,74158798
217742_s_at,10,28937188
217743_s_at,6,76020050
217744_s_at,6,138454427
217745_s_at,3,114920530
217746_s_at,3,33815098
217747_s_at,19,59396830
217748_at,1,201176796
217749_at,3,130451227
217750_s_at,17,44340831
217751_at,7,142670685
217752_s_at,18,70314576
217753_s_at,10,89392321
217754_at,7,44571928
217755_at,17,70643674
217756_x_at,15,41871807
217757_at,12,9111576
217758_s_at,10,98270421
217759_at,11,35640926
217760_at,11,35640926
217761_at,2,3480697
217762_s_at,18,9698227
217763_s_at,18,9698353
217764_s_at,18,9698264
217765_at,2,27505010
217766_s_at,1,25537447
217767_at,19,6628877
217768_at,14,51525942
217769_s_at,13,28131240
217770_at,20,43478216
217771_at,9,87830881
217772_s_at,11,47596839
217773_s_at,1,107849280
217774_s_at,11,63840742
217775_s_at,14,67213859
217776_at,14,67213273
217777_s_at,15,63609873
217778_at,1,152198210
217779_s_at,1,24160096
217780_at,19,12639886
217781_s_at,15,40492313
217782_s_at,17,77603059
217783_s_at,2,30223331
217784_at,7,44207103
217785_s_at,7,44207150
217786_at,14,22459870
217787_s_at,1,228269607
217788_s_at,1,228269650
217789_at,14,34100368
217790_s_at,3,157741238
217791_s_at,10,97356126
217792_at,20,17870245
217793_at,19,8361253
217794_at,12,52121789
217795_s_at,3,14141523
217796_s_at,17,77134358
217797_at,1,159390172
217798_at,12,68922352
217799_x_at,8,82329674
217800_s_at,5,141468619
217801_at,20,57037137
217802_s_at,1,203953037
217803_at,5,32160584
217804_s_at,19,10662396
217805_at,19,10625987
217806_s_at,17,23698334
217807_s_at,15,93199699
217808_s_at,9,127240572
217809_at,7,16652283
217810_x_at,5,145472793
217811_at,3,151803796
217812_at,1,28936069
217813_s_at,9,90193234
217814_at,17,59176342
217815_at,12,16442311
217816_s_at,3,102775731
217817_at,3,9814341
217818_s_at,3,9814341
217819_at,8,41467271
217820_s_at,3,192032008
217821_s_at,X,79702214
217822_at,12,14830680
217823_s_at,6,90093062
217824_at,6,90093062
217825_s_at,6,90093963
217826_s_at,6,90095425
217827_s_at,15,63042416
217828_at,15,56958542
217829_s_at,2,85696819
217830_s_at,20,1370810
217831_s_at,20,1372184
217832_at,6,86374695
217833_at,6,86374695
217834_s_at,20,6142143
217835_x_at,20,34667587
217836_s_at,1,153895872
217837_s_at,2,86584573
217838_s_at,14,99601536
217839_at,3,101915201
217840_at,5,176871184
217841_s_at,11,73560015
217842_at,7,138695547
217843_s_at,13,47548716
217844_at,2,218972721
217845_x_at,1,111724347
217846_at,3,49108369
217847_s_at,1,36462632
217848_s_at,5,172335054
217849_s_at,14,102468469
217850_at,3,52694975
217851_s_at,7,126722840
217852_s_at,3,5138976
217853_at,7,47281271
217854_s_at,19,1039162
217855_x_at,1,1142174
217856_at,1,144218980
217857_s_at,1,144219011
217858_s_at,X,100764828
217859_s_at,14,68935161
217860_at,2,240548830
217861_s_at,2,27207130
217862_at,15,66133625
217863_at,15,66133625
217864_s_at,15,66133625
217865_at,5,179315090
217866_at,11,60926721
217867_x_at,21,41461995
217868_s_at,16,21518633
217869_at,11,43658880
217870_s_at,1,47572174
217871_s_at,22,22566564
217872_at,19,54641367
217873_at,2,231332950
217874_at,2,84504186
217875_s_at,20,55660241
217876_at,9,134895933
217877_s_at,1,45865750
217878_s_at,17,42550067
217879_at,17,42550067
217880_at,17,42550067
217881_s_at,2,132735186
217882_at,3,9980636
217883_at,2,150134398
217884_at,11,34083724
217885_at,1,200102633
217886_at,1,51592523
217887_s_at,1,51593486
217888_s_at,20,61374609
217889_s_at,2,172087269
217890_s_at,11,12355721
217891_at,16,31408315
217892_s_at,12,48855839
217893_s_at,1,39229503
217894_at,1,213807507
217895_at,2,86205627
217896_s_at,16,55743882
217897_at,11,117212902
217898_at,15,32163517
217899_at,2,27112911
217900_at,1,218340485
217901_at,18,27352198
217902_s_at,15,26029784
217903_at,19,51914609
217904_s_at,11,116661626
217905_at,10,121578961
217906_at,14,49304620
217907_at,6,160131487
217908_s_at,1,166210795
217909_s_at,17,37972615
217910_x_at,17,37972667
217911_s_at,10,121400871
217912_at,17,77609042
217913_at,16,67902787
217914_at,12,112219136
217915_s_at,15,53261280
217916_s_at,8,130922899
217917_s_at,20,32567878
217918_at,20,32567878
217919_s_at,12,92385411
217920_at,1,117711619
217921_at,1,117711619
217922_at,1,117711619
217923_at,1,31868057
217924_at,6,34663049
217925_s_at,6,34663049
217926_at,19,13746284
217927_at,3,52715165
217928_s_at,11,68029185
217929_s_at,1,35672456
217930_s_at,11,1254599
217931_at,6,43004902
217932_at,17,70769394
217933_s_at,4,17188043
217934_x_at,16,670470
217935_s_at,20,33353784
217936_at,14,31616247
217937_s_at,12,46462775
217938_s_at,2,85052032
217939_s_at,2,64604970
217940_s_at,13,110066008
217941_s_at,5,65258139
217942_at,12,27754995
217943_s_at,1,36416145
217944_at,1,46426941
217945_at,15,81476186
217946_s_at,11,122393503
217947_at,3,32499232
217948_at,X,134012636
217949_s_at,16,31009676
217950_at,19,54750781
217951_s_at,6,64414389
217952_x_at,6,64414389
217953_at,6,64414389
217954_s_at,6,64414389
217955_at,22,16551749
217956_s_at,4,83570786
217957_at,16,56704999
217958_at,11,118394450
217959_s_at,11,118394450
217960_s_at,22,37407917
217961_at,3,39399842
217962_at,15,32421209
217963_s_at,X,102518764
217964_at,17,15845956
217965_s_at,17,71175038
217966_s_at,1,183029674
217967_s_at,1,183026790
217968_at,2,3171749
217969_at,11,64620258
217970_s_at,5,179935540
217971_at,4,101021387
217972_at,1,27399117
217973_at,17,77587046
217974_at,12,27017389
217975_at,X,102498078
217976_s_at,3,32542472
217977_at,16,1928245
217978_s_at,1,152789084
217979_at,7,16759960
217980_s_at,11,59330189
217981_s_at,11,6459264
217982_s_at,1,218493414
217983_s_at,6,167263008
217984_at,6,167263008
217985_s_at,14,34291687
217986_s_at,14,34291695
217987_at,2,190234390
217988_at,1,45196363
217989_at,4,88476786
217990_at,14,23772291
217991_x_at,7,39839959
217992_s_at,1,15628383
217993_s_at,5,162865294
217994_x_at,1,1236840
217995_at,15,43714547
217996_at,12,74706865
217997_at,12,74706865
217998_at,12,74706865
217999_s_at,12,74706865
218000_s_at,12,74710115
218001_at,9,137532374
218002_s_at,5,134935374
218003_s_at,14,44654885
218004_at,1,32603293
218005_at,10,44818608
218006_s_at,10,44818733
218007_s_at,15,61233107
218008_at,7,66023652
218009_s_at,15,89310278
218010_x_at,20,61622576
218011_at,19,9799613
218012_at,X,53128286
218013_x_at,5,150069578
218014_at,17,70713380
218015_s_at,6,2711284
218016_s_at,16,22216255
218017_s_at,8,43174840
218018_at,21,44000495
218019_s_at,21,44004803
218020_s_at,6,37895610
218021_at,14,23492812
218022_at,19,55171535
218023_s_at,5,137701866
218024_at,6,166698399
218025_s_at,6,4060940
218026_at,17,38203178
218027_at,8,55210341
218028_at,1,43601659
218029_at,16,66131273
218030_at,17,24924619
218031_s_at,1,110639332
218032_at,16,11677330
218033_s_at,16,11677330
218034_at,7,100669612
218035_s_at,4,40120497
218036_x_at,3,162421800
218037_at,2,219751387
218038_at,19,46629063
218039_at,15,39412379
218040_at,1,109036660
218041_x_at,12,45038400
218042_at,4,84175395
218043_s_at,3,28339866
218044_x_at,12,6745697
218045_x_at,12,6745823
218046_s_at,10,74680505
218047_at,1,51968293
218048_at,10,22645343
218049_s_at,8,121477267
218050_at,13,37822017
218051_s_at,3,52533442
218052_s_at,19,19617008
218053_at,2,153220092
218054_s_at,19,18529603
218055_s_at,5,76763825
218056_at,16,14634296
218057_x_at,16,84370504
218058_at,18,46062716
218059_at,1,222429485
218060_s_at,16,56592805
218061_at,6,43087943
218062_x_at,17,68791358
218063_s_at,17,68793142
218064_s_at,19,15351861
218065_s_at,11,8925415
218066_at,5,1103499
218067_s_at,13,105993676
218068_s_at,1,247099152
218069_at,16,30342521
218070_s_at,2,220071856
218071_s_at,3,12573594
218072_at,11,36252085
218073_s_at,1,54005980
218074_at,16,65523466
218075_at,12,51987506
218076_s_at,16,24838219
218077_s_at,3,44941341
218078_s_at,3,44941662
218079_s_at,17,31975639
218080_x_at,1,50679532
218081_at,20,3682160
218082_s_at,3,33404834
218083_at,9,129922793
218084_x_at,19,40337494
218085_at,9,33255047
218086_at,9,139053743
218087_s_at,10,97061520
218088_s_at,1,39077651
218089_at,20,34287813
218090_s_at,10,122600889
218091_at,2,228045138
218092_s_at,2,228045138
218093_s_at,13,110328888
218094_s_at,20,43468274
218095_s_at,4,55956957
218096_at,8,6553621
218097_s_at,10,104172997
218098_at,20,46971833
218099_at,17,59578781
218100_s_at,3,109363803
218101_s_at,11,77458549
218102_at,12,15955549
218103_at,17,59250526
218104_at,9,102104192
218105_s_at,19,10223679
218106_s_at,7,97170663
218107_at,1,222643466
218108_at,14,92748172
218109_s_at,3,160002605
218110_at,19,7590411
218111_s_at,12,22090486
218112_at,16,1761897
218113_at,9,73488102
218114_at,22,36334798
218115_at,19,14091342
218116_at,9,131629391
218117_at,22,39677343
218118_s_at,10,51041422
218119_at,10,51041422
218120_s_at,16,4495526
218121_at,16,4466446
218122_s_at,3,186786724
218123_at,21,32895979
218124_at,2,85422732
218125_s_at,8,27646753
218126_at,15,38815377
218127_at,12,103035329
218128_at,12,103035329
218129_s_at,12,103037634
218130_at,17,77993808
218131_s_at,19,19472971
218132_s_at,19,59386005
218133_s_at,2,201462432
218134_s_at,5,150050548
218135_at,12,29385232
218136_s_at,8,23480508
218137_s_at,6,71434379
218138_at,20,10333837
218139_s_at,14,56805513
218140_x_at,3,135021605
218141_at,17,71897490
218142_s_at,3,3167216
218143_s_at,15,72924249
218144_s_at,14,104246059
218145_at,20,309486
218146_at,3,52703544
218147_s_at,3,52703544
218148_at,16,66419562
218149_s_at,8,28259026
218150_at,10,100762189
218151_x_at,8,145553131
218152_at,15,75500284
218153_at,13,110091759
218154_at,8,144711660
218155_x_at,17,1852354
218156_s_at,17,2174024
218157_x_at,1,149290083
218158_s_at,3,57236893
218159_at,20,3119012
218160_at,9,123946226
218161_s_at,15,66286385
218162_at,1,114323601
218163_at,X,119621862
218164_at,17,45979553
218165_at,1,37731501
218166_s_at,11,77054922
218167_at,17,63755840
218168_s_at,1,225231727
218169_at,16,69278844
218170_at,5,128458338
218171_at,18,59207406
218172_s_at,8,124095373
218173_s_at,8,38293091
218174_s_at,10,81828405
218175_at,12,122986907
218176_at,3,185910868
218177_at,18,11841409
218178_s_at,18,11841466
218179_s_at,4,184852074
218180_s_at,11,696201
218181_s_at,2,101875386
218182_s_at,3,191508426
218183_at,16,4500741
218184_at,6,158653679
218185_s_at,4,139618664
218186_at,1,154297605
218187_s_at,8,146248629
218188_s_at,19,2377563
218189_s_at,9,99858841
218190_s_at,22,28493375
218191_s_at,6,70442471
218192_at,3,48700446
218193_s_at,12,21546030
218194_at,11,113815386
218195_at,6,151815114
218196_at,6,108470714
218197_s_at,15,46804832
218198_at,10,127514898
218199_s_at,9,33451439
218200_s_at,7,140042956
218201_at,7,140042956
218202_x_at,2,224530415
218203_at,13,36421976
218204_s_at,3,45934399
218205_s_at,19,1988469
218206_x_at,20,34004961
218207_s_at,20,61742896
218208_at,18,75763408
218209_s_at,18,31825808
218210_at,17,78267903
218211_s_at,2,238060668
218212_s_at,5,52429654
218213_s_at,11,61313180
218214_at,12,50750026
218215_s_at,19,55571549
218216_x_at,12,122031195
218217_at,17,52410487
218218_at,12,104091622
218219_s_at,7,55401157
218220_at,12,51979768
218221_at,1,149049193
218222_x_at,1,149050941
218223_s_at,1,148389724
218224_at,14,73248246
218225_at,19,11477767
218226_s_at,3,121797891
218227_at,16,1772959
218228_s_at,10,93548427
218229_s_at,1,165089104
218230_at,4,153920561
218231_at,2,71149304
218232_at,1,22836686
218233_s_at,6,41856466
218234_at,12,6630017
218235_s_at,1,38251000
218236_s_at,2,37331272
218237_s_at,12,44867850
218238_at,10,1024396
218239_s_at,10,1024396
218240_at,17,37425959
218241_at,14,92330455
218242_s_at,11,67681151
218243_at,5,178940591
218244_at,9,94099593
218245_at,11,76184295
218246_at,1,20698529
218247_s_at,18,46954919
218248_at,11,58676882
218249_at,10,114180049
218250_s_at,1,115908481
218251_at,X,38548415
218252_at,13,51933889
218253_s_at,1,204831599
218254_s_at,5,133970018
218255_s_at,16,30584127
218256_s_at,4,77254841
218257_s_at,2,128565363
218258_at,13,27094011
218259_at,16,14266570
218260_at,14,44426193
218261_at,19,10544347
218262_at,5,177502259
218263_s_at,11,10830920
218264_at,10,127502104
218265_at,9,91123253
218266_s_at,9,131974750
218267_at,14,101884375
218268_at,12,70519805
218269_at,5,31437016
218270_at,1,154973718
218271_s_at,6,143705147
218272_at,22,45042568
218273_s_at,8,94998393
218274_s_at,2,219802785
218275_at,17,77289838
218276_s_at,14,50170109
218277_s_at,17,55018333
218278_at,11,62356959
218279_s_at,1,148080374
218280_x_at,1,148089251
218281_at,11,73176008
218282_at,20,33166830
218283_at,3,42607304
218284_at,15,65272547
218285_s_at,6,99729281
218286_s_at,3,142939848
218287_s_at,1,36121396
218288_s_at,11,82650151
218289_s_at,3,133861837
218290_at,19,2184154
218291_at,1,154291228
218292_s_at,7,150885111
218293_x_at,22,43938448
218294_s_at,22,43960490
218295_s_at,22,43938686
218296_x_at,1,153846655
218297_at,10,15860174
218298_s_at,14,90712046
218299_at,11,67785382
218300_at,16,29735332
218301_at,2,241162300
218302_at,19,40928341
218303_x_at,2,88107839
218304_s_at,3,126730393
218305_at,14,23719267
218306_s_at,15,61687870
218307_at,17,45911188
218308_at,4,1693061
218309_at,1,20681517
218310_at,7,65843154
218311_at,2,39329925
218312_s_at,19,63287050
218313_s_at,4,174326529
218314_s_at,11,111456433
218315_s_at,20,31410309
218316_at,14,57944964
218317_x_at,16,29373375
218318_s_at,17,23393814
218319_at,2,64173498
218320_s_at,X,46886559
218321_x_at,7,75463596
218322_s_at,10,114125946
218323_at,17,27533956
218324_s_at,12,48047559
218325_s_at,20,61006799
218326_s_at,11,27344085
218327_s_at,22,19543324
218328_at,9,130124635
218329_at,12,106650776
218330_s_at,11,20033824
218331_s_at,10,5830378
218332_at,X,102204236
218333_at,17,5318333
218334_at,3,63794586
218335_x_at,4,2713184
218336_at,1,159336970
218337_at,8,22014351
218338_at,12,8958532
218339_at,5,154300857
218340_s_at,4,68166137
218341_at,1,42694816
218342_s_at,9,5775192
218343_s_at,2,197337349
218344_s_at,1,209499939
218345_at,7,150128818
218346_s_at,6,109414339
218347_at,7,66099259
218348_s_at,16,11751949
218349_s_at,15,64593416
218350_s_at,6,24885428
218351_at,4,47147642
218352_at,13,49004090
218353_at,1,161378716
218354_at,16,87451008
218355_at,5,154373566
218356_at,7,2240453
218357_s_at,X,133128364
218358_at,22,48698384
218359_at,20,278276
218360_at,20,56318195
218361_at,1,148885329
218362_s_at,13,72229581
218363_at,14,68746230
218364_at,3,37069502
218365_s_at,1,172060336
218366_x_at,14,20527978
218367_x_at,1,159396026
218368_s_at,16,3010360
218369_s_at,10,99181021
218370_s_at,1,33064689
218371_s_at,13,19147527
218372_at,17,17321024
218373_at,5,24206073
218374_s_at,12,4468845
218375_at,4,88562991
218376_s_at,6,109871960
218377_s_at,21,29299952
218378_s_at,7,101823814
218379_at,11,113776582
218380_at,17,5343471
218381_s_at,19,60858134
218382_s_at,19,60858242
218383_at,14,22485277
218384_at,16,8856271
218385_at,6,43747019
218386_x_at,21,29318882
218387_s_at,19,17483464
218388_at,19,17483464
218389_s_at,1,148504429
218390_s_at,10,120058561
218391_at,17,44362750
218392_x_at,5,174868695
218393_s_at,1,155295525
218394_at,16,4786970
218395_at,12,99118725
218396_at,15,59931883
218397_at,2,58239886
218398_at,5,44844783
218399_s_at,14,104547325
218400_at,12,111860684
218401_s_at,1,198642457
218402_s_at,22,25178048
218403_at,12,119366147
218404_at,7,26299198
218405_at,6,26705169
218406_x_at,1,210672851
218407_x_at,1,210672851
218408_at,11,57052511
218409_s_at,10,22085512
218410_s_at,16,2201999
218411_s_at,14,35837521
218412_s_at,7,73506055
218413_s_at,3,180524244
218414_s_at,16,15651604
218415_at,15,89342908
218416_s_at,12,46453257
218417_s_at,12,46453257
218418_s_at,19,11135946
218419_s_at,17,39621826
218420_s_at,13,38483280
218421_at,22,45458971
218422_s_at,13,78792106
218423_x_at,2,63973539
218424_s_at,2,119697876
218425_at,7,5627347
218426_s_at,7,5628812
218427_at,1,173279527
218428_s_at,2,99383845
218429_s_at,19,10058008
218430_s_at,15,54172039
218431_at,14,76962775
218432_at,11,33719067
218433_at,5,167915207
218434_s_at,12,124115939
218435_at,13,42495338
218436_at,5,138310577
218437_s_at,3,45840449
218438_s_at,4,17225372
218439_s_at,5,115448625
218440_at,3,184215701
218441_s_at,15,39596668
218442_at,1,54954136
218443_s_at,19,1358664
218444_at,22,48682869
218445_at,10,71482622
218446_s_at,16,14201644
218447_at,16,79567201
218448_at,20,61039949
218449_at,4,186558082
218450_at,12,13019077
218451_at,3,45098782
218452_at,2,216986822
218453_s_at,6,157632784
218454_at,12,14547868
218455_at,20,33720301
218456_at,12,30753754
218457_s_at,2,25310614
218458_at,2,69920092
218459_at,1,177317855
218460_at,7,773975
218461_at,12,109374740
218462_at,1,84717537
218463_s_at,11,65384862
218464_s_at,17,24107853
218465_at,4,41631925
218466_at,19,55072640
218467_at,18,12693048
218468_s_at,15,30797572
218469_at,15,30797593
218470_at,12,32788347
218471_s_at,11,66050806
218472_s_at,5,52131725
218473_s_at,19,17549245
218474_s_at,16,2672498
218475_at,22,18479826
218476_at,9,133369396
218477_at,6,52643891
218478_s_at,12,121523398
218479_s_at,13,20255846
218480_at,2,27129819
218481_at,19,46584120
218482_at,8,110415745
218483_s_at,11,117920470
218484_at,12,55914954
218485_s_at,11,45782522
218486_at,2,10101159
218487_at,9,115188419
218488_at,1,45089100
218489_s_at,9,115190306
218490_s_at,19,39860438
218491_s_at,11,133450091
218492_s_at,22,19684060
218493_at,16,43009
218494_s_at,20,61841709
218495_at,X,47396140
218496_at,17,16527447
218497_s_at,17,16527439
218498_s_at,14,52178356
218499_at,X,130985109
218500_at,8,143805689
218501_at,3,56736485
