Probe_Id,chr,bp_start
ILMN_1744711,,
ILMN_1714738,1,39769009
ILMN_1696640,12,107371765
ILMN_1771026,7,30721561
ILMN_1706644,11,27677518
ILMN_1850475,,
ILMN_1813043,5,78420341
ILMN_1688121,19,43036419
ILMN_1903069,,
ILMN_1860322,,
ILMN_1905586,,
ILMN_1803779,11,1001867
ILMN_1736242,16,53196205
ILMN_1696085,1,150301214
ILMN_1653267,10,125443773
ILMN_1912613,,
ILMN_1829532,,
ILMN_1794651,Y,19494064
ILMN_1855409,,
ILMN_1846148,16,2895319
ILMN_1892463,,
ILMN_1817377,,
ILMN_1772925,X,142795885
ILMN_1832844,,
ILMN_1794595,19,1350135
ILMN_1756469,19,1348140
ILMN_1667813,5,76914166
ILMN_1825302,,
ILMN_1817634,,
ILMN_1862655,,
ILMN_1766675,5,31360227
ILMN_1657680,5,145706307
ILMN_1704380,17,4779381
ILMN_1895324,,
ILMN_1657864,17,38032376
ILMN_1698427,17,38030635
ILMN_1833714,,
ILMN_1664364,7,132063567
ILMN_1722066,8,62005132
ILMN_1815404,,
ILMN_1764617,17,38236895
ILMN_1872408,,
ILMN_1724240,1,196108358
ILMN_1653517,1,196135399
ILMN_1916687,,
ILMN_1915142,,
ILMN_1679987,X,118932796
ILMN_1802537,X,118921240
ILMN_1871156,,
ILMN_1790595,1,34178944
ILMN_1655612,19,17985646
ILMN_1715181,19,17980055
ILMN_1783665,2,161596414
ILMN_1680850,12,
ILMN_1728934,15,67620475
ILMN_1731374,4,166638605
ILMN_1826056,,
ILMN_1654170,15,20881694
ILMN_1651423,15,20847328
ILMN_1666485,15,20882002
ILMN_1653127,15,20867624
ILMN_1754880,15,20851565
ILMN_1821824,,
ILMN_1855587,,
ILMN_1882764,,
ILMN_1718401,17,
ILMN_1711883,3,185238725
ILMN_1881172,,
ILMN_1716674,10,116039309
ILMN_1849781,,
ILMN_1695432,22,9869625
ILMN_1656482,20,60304447
ILMN_1751941,17,28325
ILMN_1686623,5,144580863
ILMN_1798206,21,17662748
ILMN_1751561,10,12783984
ILMN_1795561,10,12780298
ILMN_1829517,,
ILMN_1759760,1,146703768
ILMN_1764201,2,210303310
ILMN_1732916,1,45858612
ILMN_1690561,19,500075
ILMN_1680930,X,105453228
ILMN_1738580,6,108616216
ILMN_1827725,,
ILMN_1905459,,
ILMN_1690856,7,150519897
ILMN_1738322,5,127350769
ILMN_1820559,,
ILMN_1810684,6,54327377
ILMN_1652929,1,122778322
ILMN_1898589,,
ILMN_1821815,,
ILMN_1844459,,
ILMN_1789841,20,48930651
ILMN_1806305,8,43097155
ILMN_1875919,,
ILMN_1798129,4,8520924
ILMN_1704637,4,8528808
ILMN_1797612,,
ILMN_1835430,,
ILMN_1792270,10,120433374
ILMN_1698334,17,42482361
ILMN_1751301,21,31732801
ILMN_1655201,21,31752776
ILMN_1747911,10,56541189
ILMN_1710428,10,56537189
ILMN_1668065,2,85472159
ILMN_1867635,,
ILMN_1737402,,
ILMN_1691503,17,18864452
ILMN_1751232,17,18864212
ILMN_1658806,17,18857428
ILMN_1659207,9,78845272
ILMN_1860358,,
ILMN_1738239,3,50089462
ILMN_1780444,10,104423715
ILMN_1703855,18,58022895
ILMN_1677497,12,101219890
ILMN_1660133,7,165531
ILMN_1657283,17,18053811
ILMN_1693218,4,72785971
ILMN_1712913,5,176240395
ILMN_1857915,7,112544631
ILMN_1670895,17,27721495
ILMN_1778177,17,27721262
ILMN_1874728,,
ILMN_1807609,15,18988961
ILMN_1684923,1,121571064
ILMN_1817976,,
ILMN_1735199,16,43329990
ILMN_1685845,22,41327954
ILMN_1916842,,
ILMN_1677893,14,4902528
ILMN_1658469,7,86812428
ILMN_1820450,,
ILMN_1695740,16,1069314
ILMN_1674051,6,31218303
ILMN_1812091,17,61919299
ILMN_1886990,,
ILMN_1757749,19,61411864
ILMN_1719069,12,106734129
ILMN_1896271,,
ILMN_1899119,,
ILMN_1788775,,
ILMN_1727753,1,178339966
ILMN_1684724,1,178355751
ILMN_1909790,,
ILMN_1884750,,
ILMN_1822307,,
ILMN_1905740,,
ILMN_1906875,,
ILMN_1828000,,
ILMN_1726464,,
ILMN_1701882,1,120641392
ILMN_1901683,,
ILMN_1665571,5,127424801
ILMN_1759097,1,122418040
ILMN_1651228,19,8041264
ILMN_1708535,11,124874262
ILMN_1829366,,
ILMN_1898466,,
ILMN_1664622,2,25231630
ILMN_1760280,20,23283196
ILMN_1701308,17,45616599
ILMN_1794726,17,4735989
ILMN_1884747,,
ILMN_1766377,5,135676878
ILMN_1738229,20,32016413
ILMN_1732717,19,55662700
ILMN_1768973,1,121239668
ILMN_1763387,8,50096297
ILMN_1814701,6,70982778
ILMN_1794632,2,105789400
ILMN_1738867,22,49315068
ILMN_1651942,20,3734490
ILMN_1673455,1,149496727
ILMN_1860296,,
ILMN_1850657,,
ILMN_1761044,22,3395536
ILMN_1759232,2,227308884
ILMN_1725170,,
ILMN_1756579,,
ILMN_1729611,8,20538005
ILMN_1910246,,
ILMN_1869348,,
ILMN_1741204,14,49319437
ILMN_1739798,7,23399410
ILMN_1844232,,
ILMN_1902871,,
ILMN_1832211,,
ILMN_1660519,3,186279006
ILMN_1738179,3,71245971
ILMN_1847987,,
ILMN_1864521,,
ILMN_1799765,5,176661920
ILMN_1702635,7,129560069
ILMN_1661989,2,89570498
ILMN_1742468,,
ILMN_1751975,17,7847084
ILMN_1782543,8,139914367
ILMN_1703635,8,139922818
ILMN_1692743,4,174682716
ILMN_1757497,7,100592625
ILMN_1718808,17,19749653
ILMN_1806613,11,73050378
ILMN_1722798,17,38952515
ILMN_1718603,19,15601384
ILMN_1816025,,
ILMN_1651609,19,43577255
ILMN_1718488,1,1802279
ILMN_1849298,5,143523149
ILMN_1693981,5,143529644
ILMN_1891476,5,143507076
ILMN_1803939,X,61579615
ILMN_1802757,9,
ILMN_1890457,,
ILMN_1740258,21,17416514
ILMN_1907825,,
ILMN_1884277,,
ILMN_1720566,,
ILMN_1767900,4,24344568
ILMN_1854257,,
ILMN_1811437,11,61312296
ILMN_1850248,,
ILMN_1805626,20,57872556
ILMN_1763205,16,55744026
ILMN_1909791,,
ILMN_1749716,10,81512344
ILMN_1841450,,
ILMN_1780365,Y,9257110
ILMN_1667916,12,55351847
ILMN_1752566,12,55343840
ILMN_1697472,15,78315693
ILMN_1761120,15,78306108
ILMN_1736415,,
ILMN_1668425,19,29578921
ILMN_1826983,,
ILMN_1768820,15,72417261
ILMN_1706842,11,36248011
ILMN_1684795,20,4657030
ILMN_1723522,12,12835338
ILMN_1826779,,
ILMN_1861310,,
ILMN_1836172,,
ILMN_1758619,2,226056365
ILMN_1777491,15,19363249
ILMN_1673820,3,150231118
ILMN_1874790,,
ILMN_1725524,17,73931399
ILMN_1782545,17,7081415
ILMN_1861077,,
ILMN_1890871,,
ILMN_1868045,,
ILMN_1768120,,
ILMN_1665679,1,2328197
ILMN_1893536,,
ILMN_1870149,,
ILMN_1680860,6,33847066
ILMN_1672382,3,50233253
ILMN_1893001,,
ILMN_1916878,,
ILMN_1703475,1,35973988
ILMN_1812559,16,54208483
ILMN_1854647,,
ILMN_1891814,,
ILMN_1664235,12,12138719
ILMN_1689190,13,40384433
ILMN_1717565,16,73002337
ILMN_1849217,,
ILMN_1915464,,
ILMN_1738671,,
ILMN_1690627,3,3792637
ILMN_1715188,15,27621779
ILMN_1844176,,
ILMN_1703924,,
ILMN_1909794,,
ILMN_1669023,6,94498379
ILMN_1903875,,
ILMN_1801642,17,23073641
ILMN_1707957,3,127909131
ILMN_1803850,10,65266895
ILMN_1842317,,
ILMN_1772796,17,53521625
ILMN_1777251,10,20914334
ILMN_1675927,10,20739863
ILMN_1888489,,
ILMN_1915827,,
ILMN_1739134,,
ILMN_1872761,,
ILMN_1708098,1,119462459
ILMN_1798867,17,4759196
ILMN_1870876,,
ILMN_1676302,20,2764132
ILMN_1915647,,
ILMN_1738780,3,195160891
ILMN_1851049,,
ILMN_1868058,,
ILMN_1859406,,
ILMN_1775856,3|NT_113884.1,98041
ILMN_1675346,3|NT_113884.1,95756
ILMN_1847028,,
ILMN_1733615,1,93375199
ILMN_1780535,,
ILMN_1877027,,
ILMN_1882970,,
ILMN_1651259,2,63921590
ILMN_1721089,9,66004639
ILMN_1721559,5,154753092
ILMN_1885917,,
ILMN_1827537,,
ILMN_1713676,2,88887049
ILMN_1746695,2,88885009
ILMN_1674260,13,49490504
ILMN_1669560,,
ILMN_1693860,Y,6174265
ILMN_1669259,11,90297835
ILMN_1895499,,
ILMN_1782484,16,3346831
ILMN_1669268,19,1506114
ILMN_1872050,,
ILMN_1671288,9,130294887
ILMN_1730698,9,130302827
ILMN_1907388,,
ILMN_1759155,10,91134663
ILMN_1732782,2,158128458
ILMN_1731240,15,26611066
ILMN_1683283,12,54522872
ILMN_1711062,12,54522903
ILMN_1908899,,
ILMN_1724700,18,17917481
ILMN_1769540,,
ILMN_1816363,,
ILMN_1688346,7,126797878
ILMN_1805655,1,
ILMN_1905053,,
ILMN_1906265,,
ILMN_1885547,,
ILMN_1745223,17,66689258
ILMN_1692591,9,85667252
ILMN_1656218,14,104259698
ILMN_1906523,,
ILMN_1873160,,
ILMN_1692864,4,91234739
ILMN_1770224,4,91244224
ILMN_1764455,17,131
ILMN_1715110,X,138783591
ILMN_1675190,19,7404506
ILMN_1719398,1,43650463
ILMN_1727474,4,182886261
ILMN_1840994,,
ILMN_1718236,X,101610684
ILMN_1731280,X,101606251
ILMN_1794612,3,49817669
ILMN_1859982,,
ILMN_1812174,1,201402809
ILMN_1755904,,
ILMN_1848347,,
ILMN_1821472,,
ILMN_1834339,,
ILMN_1667255,5,168383271
ILMN_1661596,1,183745578
ILMN_1664795,2,198089044
ILMN_1893000,,
ILMN_1914911,,
ILMN_1763562,,
ILMN_1702530,,
ILMN_1759228,,
ILMN_1853599,,
ILMN_1902067,,
ILMN_1876303,,
ILMN_1783815,16,23307705
ILMN_1775542,1,177776195
ILMN_1885795,,
ILMN_1660337,6,32229851
ILMN_1897368,,
ILMN_1724081,,
ILMN_1851475,,
ILMN_1653793,16,2534160
ILMN_1802523,6,114485206
ILMN_1881728,,
ILMN_1740996,8,86547565
ILMN_1915098,,
ILMN_1902927,,
ILMN_1754920,6,127952969
ILMN_1719696,3,172801393
ILMN_1901304,,
ILMN_1662451,19,7423534
ILMN_1821125,,
ILMN_1744327,3,100877198
ILMN_1809313,2,201842515
ILMN_1800575,,
ILMN_1905509,,
ILMN_1875984,,
ILMN_1794666,5,107951745
ILMN_1811715,,
ILMN_1878865,,
ILMN_1809951,16,3212698
ILMN_1803580,16,2418745
ILMN_1771987,19,10616176
ILMN_1895143,,
ILMN_1863390,,
ILMN_1878133,,
ILMN_1653766,7,70527309
ILMN_1669303,12,40890445
ILMN_1722975,22,7929410
ILMN_1660260,6,27483530
ILMN_1909188,,
ILMN_1749243,11,65526506
ILMN_1897325,,
ILMN_1865608,,
ILMN_1845894,,
ILMN_1855679,,
ILMN_1829298,,
ILMN_1844264,,
ILMN_1789123,4,129037442
ILMN_1758173,17,34785499
ILMN_1899936,17,34786547
ILMN_1863994,,
ILMN_1697751,20,25375350
ILMN_1677965,,
ILMN_1709413,6,84619727
ILMN_1906957,,
ILMN_1770498,5,21533042
ILMN_1651899,5,177415443
ILMN_1904952,,
ILMN_1738414,17,38318288
ILMN_1859160,,
ILMN_1795309,,
ILMN_1735692,7,2339361
ILMN_1690963,8,126385805
ILMN_1750089,15,76703791
ILMN_1659937,6,109890658
ILMN_1750644,19,8293560
ILMN_1732375,3,129610024
ILMN_1716869,4,172304796
ILMN_1747595,6,73975723
ILMN_1866455,,
ILMN_1746485,,
ILMN_1656448,,
ILMN_1679051,12,69318479
ILMN_1769473,3,47033281
ILMN_1904030,,
ILMN_1823324,,
ILMN_1667060,8,140629967
ILMN_1832717,,
ILMN_1823697,1,75855104
ILMN_1808835,10,32903400
ILMN_1777446,,
ILMN_1854394,,
ILMN_1738843,22,2741635
ILMN_1816737,,
ILMN_1665257,8,100465573
ILMN_1795503,5,107541620
ILMN_1829900,,
ILMN_1681326,19,19280304
ILMN_1764239,9,108777464
ILMN_1869058,,
ILMN_1673870,7,34649420
ILMN_1916783,,
ILMN_1763326,5,175704983
ILMN_1659079,5,175598197
ILMN_1724915,6,130206413
ILMN_1759387,X,849569
ILMN_1879400,,
ILMN_1896189,,
ILMN_1701645,9,59600156
ILMN_1714515,19,44115277
ILMN_1810866,19,44113384
ILMN_1733035,2,131958224
ILMN_1863236,,
ILMN_1888000,,
ILMN_1856605,,
ILMN_1912625,,
ILMN_1720983,X,91759923
ILMN_1663300,X,90977146
ILMN_1742460,X,90977209
ILMN_1668880,10,5195851
ILMN_1687757,10,5177299
ILMN_1784467,3,13333037
ILMN_1713085,11,45649384
ILMN_1893728,,
ILMN_1889019,,
ILMN_1917289,,
ILMN_1663935,10,81767579
ILMN_1694882,1,102163301
ILMN_1790859,10,75745335
ILMN_1877762,,
ILMN_1713505,18,17966817
ILMN_1908872,,
ILMN_1881005,,
ILMN_1690237,5,135769246
ILMN_1768840,7,116386861
ILMN_1881200,,
ILMN_1671295,10,12978864
ILMN_1660368,7,97966631
ILMN_1823122,,
ILMN_1859528,,
ILMN_1656684,3,46278761
ILMN_1705810,X,52943264
ILMN_1881758,,
ILMN_1693766,4,52853013
ILMN_1710558,9,43064585
ILMN_1720531,19,5104323
ILMN_1681979,19,4920235
ILMN_1888349,,
ILMN_1750160,5,7916028
ILMN_1860543,,
ILMN_1832261,,
ILMN_1750215,16,33169887
ILMN_1675283,,
ILMN_1721628,19,54313631
ILMN_1889784,,
ILMN_1889884,14,94498054
ILMN_1691647,19,54238922
ILMN_1794742,1,1739199
ILMN_1838645,,
ILMN_1762033,7,102528580
ILMN_1806408,17,7020421
ILMN_1834060,,
ILMN_1851340,,
ILMN_1736176,16,23609074
ILMN_1695865,8,26308714
ILMN_1810176,6,91282361
ILMN_1724410,4,49403121
ILMN_1837167,,
ILMN_1899756,,
ILMN_1801146,12,130879150
ILMN_1697957,22,28553498
ILMN_1680555,,
ILMN_1743203,11,4892666
ILMN_1872825,,
ILMN_1776327,1,142535621
ILMN_1869673,,
ILMN_1700887,1,150891926
ILMN_1677153,X,153073359
ILMN_1898884,,
ILMN_1656697,10,135130736
ILMN_1753712,19,13116239
ILMN_1756696,19,32279211
ILMN_1664322,9,133421290
ILMN_1760950,5,133892971
ILMN_1763666,11,67186363
ILMN_1847870,,
ILMN_1873607,,
ILMN_1850711,,
ILMN_1750158,17,69367836
ILMN_1658982,17,69395351
ILMN_1890445,,
ILMN_1914938,,
ILMN_1811767,12,56137871
ILMN_1841364,,
ILMN_1863233,,
ILMN_1801822,18,40704424
ILMN_1813763,8,42393321
ILMN_1790491,9,86460293
ILMN_1809520,11,6855013
ILMN_1877129,,
ILMN_1843734,,
ILMN_1783636,12,119360625
ILMN_1682696,,
ILMN_1907498,,
ILMN_1858867,,
ILMN_1852657,,
ILMN_1892955,,
ILMN_1675656,11,7631436
ILMN_1703715,11,17069733
ILMN_1821032,,
ILMN_1847771,,
ILMN_1778852,4,190997858
ILMN_1689800,1,17831914
ILMN_1794163,1,149409658
ILMN_1785742,7,2802601
ILMN_1892636,,
ILMN_1831989,,
ILMN_1670669,14,94025787
ILMN_1814206,6,78229023
ILMN_1886298,,
ILMN_1667825,16,73263311
ILMN_1676978,11,64562794
ILMN_1788163,11,64564421
ILMN_1783671,5,135736470
ILMN_1705252,19,56195684
ILMN_1682255,14,49620225
ILMN_1806725,2,234541642
ILMN_1853966,,
ILMN_1909866,,
ILMN_1663561,17,33167779
ILMN_1778337,17,33120754
ILMN_1831072,,
ILMN_1719105,21,17397661
ILMN_1870679,,
ILMN_1865526,,
ILMN_1808115,X,70891368
ILMN_1756081,12,120998090
ILMN_1803754,,
ILMN_1690420,1,92713266
ILMN_1693363,,
ILMN_1886528,,
ILMN_1745558,15,19270086
ILMN_1685323,15,19269319
ILMN_1783889,5,40795510
ILMN_1838323,,
ILMN_1667230,21,19389340
ILMN_1776147,21,19383986
ILMN_1914151,,
ILMN_1728413,17,22782870
ILMN_1763487,2,204446777
ILMN_1903676,,
ILMN_1685441,1,22005600
ILMN_1778930,8,57265687
ILMN_1726845,13,52287597
ILMN_1799652,7,150404203
ILMN_1807067,20,32258118
ILMN_1661341,2,8702628
ILMN_1849024,,
ILMN_1859760,,
ILMN_1794468,19,50898108
ILMN_1741392,3,48869652
ILMN_1667429,3,48875045
ILMN_1687484,X,24141617
ILMN_1695585,,
ILMN_1750636,,
ILMN_1829322,,
ILMN_1910549,,
ILMN_1900110,,
ILMN_1796836,3,6354
ILMN_1721055,17,69257585
ILMN_1664005,17,44727937
ILMN_1689154,11,107290117
ILMN_1900430,,
ILMN_1835951,,
ILMN_1753286,17,30807137
ILMN_1893339,,
ILMN_1781242,17,37595667
ILMN_1658710,3,68782657
ILMN_1734915,1,140984669
ILMN_1677069,8,12329406
ILMN_1841384,,
ILMN_1735062,18,74246620
ILMN_1772527,12,50757308
ILMN_1834598,,
ILMN_1719951,5,153679833
ILMN_1666453,8,94670159
ILMN_1770623,X,141512132
ILMN_1846797,,
ILMN_1660341,4,3484351
ILMN_1702835,X,74133362
ILMN_1903883,,
ILMN_1754788,14,4817038
ILMN_1847907,,
ILMN_1729016,6,167571202
ILMN_1777727,9,696897
ILMN_1704351,14,100066186
ILMN_1656932,1,68480922
ILMN_1720484,3,33164085
ILMN_1665235,3,33140904
ILMN_1868228,,
ILMN_1874654,,
ILMN_1864730,,
ILMN_1915768,,
ILMN_1890920,,
ILMN_1857570,,
ILMN_1892887,,
ILMN_1667810,6,86273720
ILMN_1806031,14,70264914
ILMN_1892149,,
ILMN_1735265,15,21020813
ILMN_1867039,,
ILMN_1704091,8,145510844
ILMN_1902287,,
ILMN_1897240,,
ILMN_1671696,20,1095810
ILMN_1778553,19,62355114
ILMN_1841485,,
ILMN_1651715,1,156306713
ILMN_1756807,3,51966332
ILMN_1788008,9,38531202
ILMN_1696119,7,87187612
ILMN_1699525,7,87166229
ILMN_1772538,17,40934370
ILMN_1752550,14,14386925
ILMN_1808326,14,14387336
ILMN_1769684,1,124133502
ILMN_1744568,1,124133503
ILMN_1668386,1,
ILMN_1830135,,
ILMN_1665557,12,61085713
ILMN_1851021,,
ILMN_1728059,7,106549
ILMN_1892135,,
ILMN_1913639,,
ILMN_1821280,,
ILMN_1782618,9,129965757
ILMN_1900733,,
ILMN_1891582,,
ILMN_1877760,,
ILMN_1815475,7,72187999
ILMN_1847365,,
ILMN_1813731,1,45241009
ILMN_1875332,,
ILMN_1866336,,
ILMN_1675848,18,3246115
ILMN_1705423,,
ILMN_1685653,15,80611577
ILMN_1859025,,
ILMN_1683148,3,64054831
ILMN_1890551,,
ILMN_1716758,5,136386995
ILMN_1732609,9,35094293
ILMN_1781386,,
ILMN_1909372,,
ILMN_1755927,19,54675685
ILMN_1830201,,
ILMN_1760647,7,27217742
ILMN_1676616,7,121488416
ILMN_1796851,,
ILMN_1714280,,
ILMN_1905777,,
ILMN_1753613,7,27232483
ILMN_1843052,,
ILMN_1704245,22,9374466
ILMN_1793006,12,55690279
ILMN_1784889,12,55692701
ILMN_1831158,,
ILMN_1698992,,
ILMN_1873593,,
ILMN_1652246,,
ILMN_1686373,15,79228403
ILMN_1849695,,
ILMN_1871942,,
ILMN_1762714,6,117701006
ILMN_1691747,8,136728448
ILMN_1702863,19,50713107
ILMN_1743646,19,50721726
ILMN_1815690,1,43561228
ILMN_1745567,5,69206874
ILMN_1858168,,
ILMN_1740231,7,37063219
ILMN_1677401,6,155564066
ILMN_1893168,,
ILMN_1759766,19,7895402
ILMN_1811277,13,49469670
ILMN_1688621,9,85047184
ILMN_1678788,1,127952818
ILMN_1844983,,
ILMN_1788349,15,49530937
ILMN_1668460,19,798851
ILMN_1673437,4,64835272
ILMN_1651641,22,18969129
ILMN_1868007,,
ILMN_1658743,15,20326815
ILMN_1881242,,
ILMN_1685410,19,12645089
ILMN_1662935,4,14797077
ILMN_1874662,,
ILMN_1773247,14,73468201
ILMN_1666471,5,127395363
ILMN_1823083,,
ILMN_1695430,,
ILMN_1702501,6,166743027
ILMN_1716218,6,167191697
ILMN_1838635,,
ILMN_1712396,15,11890490
ILMN_1703326,11,56964811
ILMN_1666503,7,139864739
ILMN_1771139,16,85920600
ILMN_1869676,,
ILMN_1733666,15,22723400
ILMN_1913001,,
ILMN_1895120,,
ILMN_1728323,1,30755048
ILMN_1823968,,
ILMN_1884902,,
ILMN_1775267,,
ILMN_1871159,,
ILMN_1727490,2,171218732
ILMN_1672357,11,114944820
ILMN_1832787,,
ILMN_1860571,,
ILMN_1905788,,
ILMN_1863384,,
ILMN_1897147,,
ILMN_1729188,19,32284354
ILMN_1897843,,
ILMN_1654210,1,129621343
ILMN_1760884,7,65913362
ILMN_1881336,,
ILMN_1706963,1,125963554
ILMN_1879367,,
ILMN_1677385,8,42527068
ILMN_1661476,17,45276507
ILMN_1886244,,
ILMN_1866994,,
ILMN_1824430,,
ILMN_1660576,1,160681057
ILMN_1817096,,
ILMN_1652027,6,29678064
ILMN_1829801,,
ILMN_1660933,3,51415739
ILMN_1797025,,
ILMN_1757052,1,113256866
ILMN_1823347,,
ILMN_1816399,,
ILMN_1855712,,
ILMN_1843974,,
ILMN_1855665,,
ILMN_1713529,5,110960657
ILMN_1914212,,
ILMN_1832703,,
ILMN_1859769,,
ILMN_1907467,,
ILMN_1811110,14,103588228
ILMN_1830601,,
ILMN_1820002,,
ILMN_1904084,,
ILMN_1654761,6,149959977
ILMN_1841468,,
ILMN_1835210,5,57439554
ILMN_1855764,,
ILMN_1744963,14,52178370
ILMN_1886279,,
ILMN_1815225,X,741796
ILMN_1893616,,
ILMN_1912747,,
ILMN_1913303,,
ILMN_1810045,17,5311220
ILMN_1661647,7,128053585
ILMN_1865349,,
ILMN_1710217,9,5899745
ILMN_1673384,19,50286436
ILMN_1880677,,
ILMN_1814106,9,109579975
ILMN_1896261,,
ILMN_1694259,5,74100943
ILMN_1846977,,
ILMN_1653774,22,13736913
ILMN_1755051,,
ILMN_1756676,9,122671873
ILMN_1745420,9,122672024
ILMN_1874933,,
ILMN_1737656,14,73826155
ILMN_1837256,,
ILMN_1738983,6,13549760
ILMN_1768567,11,123352788
ILMN_1876892,,
ILMN_1718525,3,52822267
ILMN_1786944,,
ILMN_1727652,10,8035269
ILMN_1709549,,
ILMN_1803846,17,37101091
ILMN_1885879,,
ILMN_1903914,,
ILMN_1763604,17,33129721
ILMN_1866253,,
ILMN_1871597,,
ILMN_1657796,1,26099478
ILMN_1750508,1,26104965
ILMN_1905058,,
ILMN_1764177,6,15469269
ILMN_1670219,X,36289492
ILMN_1662507,10,4965239
ILMN_1682407,11,7643656
ILMN_1870868,,
ILMN_1691355,3,42709231
ILMN_1668657,2,200500938
ILMN_1888808,,
ILMN_1841300,,
ILMN_1915769,,
ILMN_1879559,,
ILMN_1731914,17,59369788
ILMN_1660963,9,36161005
ILMN_1746829,16,21903101
ILMN_1832024,,
ILMN_1866776,,
ILMN_1858031,,
ILMN_1849683,,
ILMN_1780887,1,132492112
ILMN_1673609,15,72253342
ILMN_1747593,15,72255956
ILMN_1898518,,
ILMN_1740104,12,52708576
ILMN_1794492,12,52710788
ILMN_1685774,,
ILMN_1721657,10,16545816
ILMN_1651261,10,16772813
ILMN_1667948,4,48904737
ILMN_1657486,11,6746113
ILMN_1779234,4,70514895
ILMN_1905374,,
ILMN_1699076,4,189838077
ILMN_1662837,17,46274539
ILMN_1876153,,
ILMN_1754576,,
ILMN_1748366,1,48486565
ILMN_1887128,,
ILMN_1780575,1,131038625
ILMN_1832454,,
ILMN_1907963,,
ILMN_1743362,4,182122229
ILMN_1880505,,
ILMN_1659952,11,91631974
ILMN_1888334,,
ILMN_1882327,,
ILMN_1886918,,
ILMN_1739749,1,441588
ILMN_1834847,,
ILMN_1861130,,
ILMN_1726720,15,18521595
ILMN_1860009,,
ILMN_1653572,,
ILMN_1658687,18,10906559
ILMN_1884271,,
ILMN_1879962,,
ILMN_1672565,3,102767422
ILMN_1670122,17,16465332
ILMN_1719183,19,53211069
ILMN_1767362,5,64480724
ILMN_1791773,17,2993756
ILMN_1770861,16,2641449
ILMN_1825109,,
ILMN_1689970,,
ILMN_1766918,6,39265063
ILMN_1866445,,
ILMN_1889456,,
ILMN_1789176,6,168349404
ILMN_1659823,5,
ILMN_1892608,,
ILMN_1835005,,
ILMN_1843876,,
ILMN_1847061,,
ILMN_1902929,,
ILMN_1841260,,
ILMN_1800976,16,54098686
ILMN_1755983,16,54121407
ILMN_1891479,,
ILMN_1692834,,
ILMN_1728255,12,47247978
ILMN_1875300,,
ILMN_1872343,,
ILMN_1823300,,
ILMN_1888868,,
ILMN_1703864,6,31007260
ILMN_1833062,,
ILMN_1660856,13,51496752
ILMN_1836665,,
ILMN_1806888,,
ILMN_1711462,15,33549474
ILMN_1800020,21,20375042
ILMN_1793220,21,20375583
ILMN_1829437,,
ILMN_1871162,,
ILMN_1660315,16,29582085
ILMN_1874190,,
ILMN_1811590,21,33398472
ILMN_1667957,X,35213507
ILMN_1786574,18,65681340
ILMN_1810423,6,4940314
ILMN_1833840,,
ILMN_1802392,14,68131979
ILMN_1815796,1,38243186
ILMN_1898999,,
ILMN_1703967,2,
ILMN_1875899,,
ILMN_1772454,7,71506240
ILMN_1778121,7,70886003
ILMN_1844203,,
ILMN_1853691,,
ILMN_1750278,9,15517211
ILMN_1699994,16,54264269
ILMN_1778986,4,166181808
ILMN_1807939,3,185911294
ILMN_1825671,,
ILMN_1849937,,
ILMN_1860890,,
ILMN_1815054,16,43587215
ILMN_1798977,16,43590495
ILMN_1765941,16,43587199
ILMN_1833977,,
ILMN_1790518,X,46805209
ILMN_1767310,X,18091360
ILMN_1786195,19,14063827
ILMN_1912511,,
ILMN_1831344,,
ILMN_1807112,,
ILMN_1682781,19,54535779
ILMN_1856058,,
ILMN_1888039,,
ILMN_1897107,,
ILMN_1914315,,
ILMN_1720727,12,21319153
ILMN_1780601,19,6891122
ILMN_1726437,17,57847313
ILMN_1774799,,
ILMN_1824823,,
ILMN_1730039,1,16950762
ILMN_1746676,21,16995703
ILMN_1780942,X,52134790
ILMN_1722302,16,30317880
ILMN_1906587,,
ILMN_1774890,X,58560728
ILMN_1812622,15,73434144
ILMN_1811167,1,2983233
ILMN_1818245,,
ILMN_1662934,16,1288175
ILMN_1810474,16,1303459
ILMN_1664026,7,44081867
ILMN_1776092,,
ILMN_1856323,,
ILMN_1823082,,
ILMN_1681223,3,53820819
ILMN_1900207,,
ILMN_1761361,,
ILMN_1793590,,
ILMN_1814022,11,47246893
ILMN_1800524,19,14704761
ILMN_1782836,8,57663506
ILMN_1671221,9,127166883
ILMN_1895121,,
ILMN_1829720,,
ILMN_1846829,,
ILMN_1740535,,
ILMN_1760109,1,131811535
ILMN_1772092,4,141568423
ILMN_1763612,12,128122274
ILMN_1776822,13,51553155
ILMN_1837749,,
ILMN_1912940,,
ILMN_1833865,,
ILMN_1821030,,
ILMN_1773228,14,74439981
ILMN_1668035,8,62579104
ILMN_1896590,,
ILMN_1816780,,
ILMN_1709611,11,14483345
ILMN_1760542,11,14589154
ILMN_1808095,12,54884835
ILMN_1863816,,
ILMN_1705111,13,48681292
ILMN_1871771,,
ILMN_1916564,,
ILMN_1875796,,
ILMN_1914926,,
ILMN_1837665,,
ILMN_1825625,,
ILMN_1674343,X,102217500
ILMN_1682567,19,60856244
ILMN_1676440,21,14226557
ILMN_1704376,15,28529982
ILMN_1670374,13,24042750
ILMN_1828399,,
ILMN_1719170,7,72582135
ILMN_1761163,17,14143087
ILMN_1881658,,
ILMN_1667421,,
ILMN_1832593,,
